,area_type,availability,location,size,society,total_sqft,bath,balcony,price,bhk,total_sqft_cleaned,price_per_sqft
2717,Super built-up  Area,18-Dec,Chandapura,1 BHK,Siageal,590,1.0,0.0,13.57,1,590.0,2300.0
2718,Plot  Area,Ready To Move,Yelahanka,3 Bedroom,Edreelm,1550,3.0,1.0,120.0,3,1550.0,7741.935483870968
2719,Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,not provided,1220,3.0,3.0,56.0,3,1220.0,4590.163934426229
2720,Super built-up  Area,Ready To Move,Rustam Bagh Layout,3 BHK,Jants V,1900,3.0,3.0,160.0,3,1900.0,8421.052631578947
2721,Super built-up  Area,Ready To Move,Vasantha Vallabha Nagar,3 BHK,not provided,1360,3.0,3.0,55.0,3,1360.0,4044.1176470588234
2722,Built-up  Area,Ready To Move,Vyalikaval,2 BHK,not provided,1100,2.0,1.0,75.0,2,1100.0,6818.181818181818
2723,Super built-up  Area,20-Mar,8th Phase JP Nagar,3 BHK,Vaarech,1455,3.0,2.0,73.31,3,1455.0,5038.487972508591
2724,Built-up  Area,Ready To Move,KR Puram,2 BHK,Hivesdr,1035,2.0,1.0,40.5,2,1035.0,3913.0434782608695
2725,Super built-up  Area,Ready To Move,Harlur,2 BHK,not provided,1152,2.0,2.0,69.0,2,1152.0,5989.583333333333
2726,Super built-up  Area,Ready To Move,Bellandur,2 BHK,OriewLa,1299,2.0,2.0,82.0,2,1299.0,6312.548113933795
2727,Super built-up  Area,18-Nov,Sarjapur  Road,3 BHK,AsastDe,1157,2.0,1.0,75.0,3,1157.0,6482.281763180639
2728,Super built-up  Area,Ready To Move,Rachenahalli,2 BHK,Sovar S,1050,2.0,2.0,52.5,2,1050.0,5000.0
2729,Super built-up  Area,Ready To Move,Pai Layout,2 BHK,not provided,1050,2.0,2.0,40.0,2,1050.0,3809.5238095238096
2730,Super built-up  Area,Ready To Move,Vittasandra,2 BHK,not provided,1246,2.0,1.0,67.4,2,1246.0,5409.309791332264
2731,Built-up  Area,Ready To Move,"Sarjapur Road, ",3 BHK,not provided,1929,3.0,2.0,115.0,3,1929.0,5961.638154484189
2732,Super built-up  Area,Ready To Move,Hennur,2 BHK,not provided,1285,2.0,1.0,60.0,2,1285.0,4669.260700389105
2733,Plot  Area,Ready To Move,Margondanahalli,3 Bedroom,not provided,1200,2.0,0.0,65.0,3,1200.0,5416.666666666667
2735,Built-up  Area,Ready To Move,BTM 2nd Stage,3 BHK,SNe 2ev,1850,3.0,2.0,170.0,3,1850.0,9189.18918918919
2736,Built-up  Area,Ready To Move,Sompura,3 BHK,Suiseit,1025,2.0,0.0,37.0,3,1025.0,3609.756097560976
2737,Built-up  Area,Ready To Move,Malleshwaram,2 BHK,SaeneSe,1124,3.0,2.0,80.0,2,1124.0,7117.437722419929
2738,Super built-up  Area,19-Dec,Balagere,2 BHK,Soresea,1012,2.0,1.0,54.59,2,1012.0,5394.268774703557
2740,Super built-up  Area,Ready To Move,8th Phase JP Nagar,2 BHK,i1rtsCo,871,2.0,2.0,55.0,2,871.0,6314.580941446613
2741,Built-up  Area,Ready To Move,Chinnapanahalli,2 BHK,Mae 2ow,1020,2.0,2.0,40.0,2,1020.0,3921.5686274509803
2742,Super built-up  Area,Ready To Move,Rachenahalli,3 BHK,Sovar S,1550,3.0,3.0,73.5,3,1550.0,4741.935483870968
2744,Super built-up  Area,Ready To Move,Akshaya Nagar,3 BHK,DLhtsnd,1410,2.0,2.0,80.0,3,1410.0,5673.758865248227
2746,Super built-up  Area,18-Apr,Whitefield,2 BHK,Prtates,1118,2.0,1.0,75.0,2,1118.0,6708.4078711985685
2747,Super built-up  Area,Ready To Move,Thanisandra,2 BHK,Bhmesy ,1098,2.0,1.0,68.0,2,1098.0,6193.078324225865
2748,Super built-up  Area,Ready To Move,Kanakapura,2 BHK,not provided,1130,2.0,1.0,45.2,2,1130.0,4000.0
2749,Super built-up  Area,Ready To Move,Sarjapur  Road,2 BHK,Trurea ,1145,2.0,2.0,75.0,2,1145.0,6550.218340611354
2750,Plot  Area,Ready To Move,Kadugodi,3 Bedroom,not provided,950,3.0,1.0,80.0,3,950.0,8421.052631578947
2751,Super built-up  Area,Ready To Move,Balaji Gardens Layout,2 BHK,GSnts A,1051,2.0,1.0,33.0,2,1051.0,3139.8667935299713
2752,Plot  Area,Ready To Move,Thavarekere,7 Bedroom,not provided,600,7.0,2.0,108.0,7,600.0,18000.0
2753,Super built-up  Area,18-Apr,Marathahalli,2 BHK,not provided,1102,2.0,2.0,53.67,2,1102.0,4870.235934664247
2754,Super built-up  Area,Ready To Move,Jalahalli,2 BHK,Tahtsla,1478,2.0,2.0,125.0,2,1478.0,8457.374830852503
2755,Super built-up  Area,18-Aug,Chandapura,1 BHK,SunceEs,645,1.0,1.0,16.45,1,645.0,2550.3875968992247
2756,Carpet  Area,18-Dec,Hebbal,2 BHK,Arcia S,823,2.0,1.0,50.63,2,823.0,6151.883353584447
2757,Super built-up  Area,21-Dec,Abbigere,2 BHK,not provided,880,2.0,1.0,35.0,2,880.0,3977.2727272727275
2758,Built-up  Area,Ready To Move,KR Puram,4 Bedroom,not provided,600,5.0,2.0,75.0,4,600.0,12500.0
2759,Super built-up  Area,Ready To Move,Budigere,3 BHK,PrityTr,1991,4.0,2.0,100.0,3,1991.0,5022.601707684581
2760,Built-up  Area,Ready To Move,TC Palaya,3 BHK,not provided,1100,3.0,1.0,50.0,3,1100.0,4545.454545454545
2761,Super built-up  Area,Ready To Move,Gubbalala,3 BHK,MauilTr,1745,3.0,2.0,115.0,3,1745.0,6590.25787965616
2762,Built-up  Area,17-Sep,HAL 2nd Stage,2 BHK,not provided,1226,3.0,1.0,135.0,2,1226.0,11011.419249592169
2763,Plot  Area,Ready To Move,Begur Road,3 Bedroom,not provided,680,4.0,1.0,68.0,3,680.0,10000.0
2764,Super built-up  Area,Ready To Move, Devarabeesana Halli,2 BHK,not provided,1100,2.0,1.0,70.0,2,1100.0,6363.636363636364
2765,Plot  Area,Ready To Move,Banashankari Stage VI,4 Bedroom,not provided,1200,4.0,3.0,195.0,4,1200.0,16250.0
2766,Super built-up  Area,Ready To Move,5th Phase JP Nagar,2 BHK,Sorta S,1450,2.0,1.0,58.0,2,1450.0,4000.0
2768,Built-up  Area,Ready To Move,Sahakara Nagar,2 BHK,not provided,1150,2.0,1.0,54.0,2,1150.0,4695.652173913043
2769,Super built-up  Area,Ready To Move,Kanakpura Road,3 BHK,Puestol,1843,3.0,2.0,95.84,3,1843.0,5200.217037438958
2770,Plot  Area,Ready To Move,Banashankari Stage VI,4 Bedroom,not provided,2200,4.0,2.0,195.0,4,2200.0,8863.636363636364
2771,Built-up  Area,Ready To Move,Bommanahalli,2 BHK,not provided,1090,3.0,2.0,44.0,2,1090.0,4036.697247706422
2772,Super built-up  Area,Ready To Move,Kaggadasapura,2 BHK,Binorn ,1132,2.0,2.0,42.0,2,1132.0,3710.2473498233217
2773,Super built-up  Area,Ready To Move,Hulimavu,2 BHK,RatosAr,1375,2.0,2.0,80.0,2,1375.0,5818.181818181818
2774,Plot  Area,Ready To Move,7th Phase JP Nagar,4 Bedroom,not provided,1500,5.0,3.0,220.0,4,1500.0,14666.666666666666
2775,Super built-up  Area,Ready To Move,Thanisandra,1 BHK,Bhmesy ,760,1.0,2.0,50.3,1,760.0,6618.421052631579
2776,Super built-up  Area,Ready To Move,Kaggadasapura,2 BHK,not provided,1180,2.0,2.0,65.0,2,1180.0,5508.474576271186
2777,Super built-up  Area,Ready To Move,Jigani,2 BHK,DLhtsan,918,2.0,2.0,45.0,2,918.0,4901.9607843137255
2778,Plot  Area,Ready To Move,Rachenahalli,5 Bedroom,not provided,600,5.0,2.0,50.0,5,600.0,8333.333333333334
2779,Built-up  Area,Ready To Move,Margondanahalli,2 Bedroom,not provided,1200,1.0,0.0,53.0,2,1200.0,4416.666666666667
2780,Super built-up  Area,Ready To Move,HSR Layout,2 BHK,SrisePo,1372,2.0,1.0,61.0,2,1372.0,4446.064139941691
2782,Super built-up  Area,Ready To Move,Ardendale,3 BHK,SoystAm,1728,3.0,2.0,95.0,3,1728.0,5497.685185185185
2784,Super built-up  Area,Ready To Move,BTM 2nd Stage,2 BHK,Crentt ,1200,2.0,2.0,80.0,2,1200.0,6666.666666666667
2785,Super built-up  Area,Ready To Move,6th Phase JP Nagar,2 BHK,Vador S,1280,2.0,1.0,56.0,2,1280.0,4375.0
2786,Plot  Area,Ready To Move,Hulimavu,4 Bedroom,not provided,800,4.0,2.0,110.0,4,800.0,13750.0
2787,Super built-up  Area,Ready To Move,Byrasandra,3 BHK,ViisePa,1455,2.0,2.0,56.0,3,1455.0,3848.7972508591065
2788,Super built-up  Area,20-Aug, Rachenahalli,1 RK,AsNowre,440,1.0,0.0,28.0,1,440.0,6363.636363636364
2789,Plot  Area,Ready To Move,Kanakpura Road,3 Bedroom,Nathira,1500,3.0,2.0,97.0,3,1500.0,6466.666666666667
2790,Super built-up  Area,Ready To Move,Whitefield,3 BHK,Brony H,1800,3.0,2.0,110.0,3,1800.0,6111.111111111111
2791,Super built-up  Area,Ready To Move,Mysore Road,3 BHK,not provided,1525,3.0,2.0,96.0,3,1525.0,6295.081967213115
2792,Super built-up  Area,Ready To Move,Rachenahalli,2 BHK,not provided,1204,2.0,3.0,38.5,2,1204.0,3197.6744186046512
2793,Super built-up  Area,19-Dec,Old Madras Road,2 BHK,SheldGr,1225,2.0,1.0,53.55,2,1225.0,4371.428571428572
2794,Built-up  Area,Ready To Move,Kalyan nagar,6 Bedroom,not provided,800,6.0,3.0,98.0,6,800.0,12250.0
2795,Super built-up  Area,Ready To Move,Bannerghatta Road,3 BHK,Esave E,1650,3.0,2.0,122.0,3,1650.0,7393.939393939394
2796,Built-up  Area,Ready To Move,Electronic City,3 BHK,Itelaa ,880,2.0,1.0,18.0,3,880.0,2045.4545454545455
2798,Plot  Area,Ready To Move,Tippenahalli,2 Bedroom,not provided,1200,2.0,0.0,55.0,2,1200.0,4583.333333333333
2800,Super built-up  Area,Ready To Move,9th Phase JP Nagar,2 BHK,NaensGa,1005,2.0,1.0,42.0,2,1005.0,4179.104477611941
2801,Super built-up  Area,20-Dec,Whitefield,3 BHK,Oreldhi,1562,3.0,2.0,103.0,3,1562.0,6594.110115236876
2803,Plot  Area,Ready To Move,Babusapalaya,6 Bedroom,not provided,810,5.0,2.0,95.0,6,810.0,11728.395061728395
2804,Super built-up  Area,Ready To Move,Ramamurthy Nagar,2 BHK,not provided,1200,2.0,3.0,42.0,2,1200.0,3500.0
2805,Super built-up  Area,Ready To Move,Kasavanhalli,3 BHK,not provided,1555,3.0,2.0,82.5,3,1555.0,5305.4662379421225
2806,Plot  Area,Ready To Move,KR Puram,2 Bedroom,not provided,1550,2.0,1.0,71.0,2,1550.0,4580.645161290323
2807,Super built-up  Area,Ready To Move,Whitefield,2 BHK,BainePr,1190,2.0,2.0,67.0,2,1190.0,5630.252100840336
2808,Built-up  Area,Ready To Move,Chikkalasandra,2 BHK,KsonsCa,1070,2.0,2.0,50.0,2,1070.0,4672.897196261682
2810,Super built-up  Area,Ready To Move,Jalahalli East,2 BHK,ShshaSa,1020,2.0,1.0,42.48,2,1020.0,4164.705882352941
2811,Super built-up  Area,Ready To Move,Yelahanka,3 BHK,not provided,1610,3.0,1.0,115.0,3,1610.0,7142.857142857143
2812,Super built-up  Area,Ready To Move,Prestige Sunrise,1 BHK,not provided,700,1.0,1.0,41.0,1,700.0,5857.142857142857
2813,Super built-up  Area,Ready To Move,Akshaya Vana,3 BHK,Rainet ,1300,2.0,1.0,49.0,3,1300.0,3769.230769230769
2814,Super built-up  Area,Ready To Move,Hebbal,2 BHK,Mahosya,1420,2.0,1.0,123.0,2,1420.0,8661.971830985916
2815,Plot  Area,Ready To Move,Vidyaranyapura,9 Bedroom,not provided,1200,9.0,2.0,100.0,9,1200.0,8333.333333333334
2816,Carpet  Area,18-Dec,Hebbal,3 BHK,Arcia S,1069,3.0,2.0,65.4,3,1069.0,6117.867165575305
2817,Super built-up  Area,Ready To Move,Marathahalli,3 BHK,PueraRi,1900,3.0,3.0,123.0,3,1900.0,6473.684210526316
2818,Super built-up  Area,18-May,Old Airport Road,2 BHK,Jaades ,1655,2.0,1.0,97.65,2,1655.0,5900.302114803625
2819,Super built-up  Area,Ready To Move,Uttarahalli,2 BHK,SLnssPr,1155,2.0,2.0,40.42,2,1155.0,3499.5670995670994
2820,Built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,Esatea ,1300,2.0,2.0,70.0,3,1300.0,5384.615384615385
2821,Super built-up  Area,Ready To Move,Electronic City,2 BHK,Amhidte,1100,2.0,2.0,45.0,2,1100.0,4090.909090909091
2822,Super built-up  Area,Ready To Move,Doddathoguru,2 BHK,Arensh ,1030,2.0,2.0,42.0,2,1030.0,4077.669902912621
2823,Super built-up  Area,Ready To Move,Vittasandra,2 BHK,Prlla C,2105,2.0,1.0,70.2,2,2105.0,3334.916864608076
2824,Built-up  Area,Ready To Move,Bhoganhalli,3 BHK,Prsun S,1700,3.0,2.0,126.0,3,1700.0,7411.764705882353
2825,Super built-up  Area,Ready To Move,Jakkur,3 BHK,BrdgeNo,1760,3.0,2.0,139.0,3,1760.0,7897.727272727273
2827,Built-up  Area,Ready To Move,1st Stage Indira Nagar,2 BHK,not provided,1400,2.0,1.0,67.0,2,1400.0,4785.714285714285
2828,Super built-up  Area,Ready To Move,Srigandada Kaval,2 BHK,not provided,1200,2.0,0.0,53.0,2,1200.0,4416.666666666667
2829,Built-up  Area,Ready To Move,Bannerghatta Road,2 BHK,Haaceal,912,2.0,1.0,55.0,2,912.0,6030.701754385965
2830,Super built-up  Area,Ready To Move,Whitefield,2 BHK,not provided,1102,2.0,1.0,48.0,2,1102.0,4355.716878402904
2831,Super built-up  Area,Ready To Move,Channasandra Layout,3 BHK,Aconyit,1535,3.0,1.0,55.0,3,1535.0,3583.061889250814
2832,Super built-up  Area,Ready To Move,Haralur Road,2 BHK,RInceeg,1243,2.0,2.0,46.0,2,1243.0,3700.7240547063557
2833,Super built-up  Area,Ready To Move,Jigani,2 BHK,DLhtsan,918,2.0,2.0,63.2,2,918.0,6884.531590413943
2834,Super built-up  Area,Ready To Move,Begur Road,3 BHK,MJilayl,1500,2.0,3.0,70.0,3,1500.0,4666.666666666667
2836,Super built-up  Area,Ready To Move,Kasavanhalli,3 BHK,HMwerCo,1476,3.0,0.0,89.0,3,1476.0,6029.810298102981
2837,Super built-up  Area,18-Apr,Mysore Road,2 BHK,not provided,1200,2.0,3.0,65.0,2,1200.0,5416.666666666667
2838,Super built-up  Area,21-Jun,Vijayanagar,1 BHK,Saityat,606,1.0,0.0,34.78,1,606.0,5739.273927392739
2839,Super built-up  Area,Ready To Move,Viswajit Layout,2 BHK,not provided,1100,2.0,3.0,61.0,2,1100.0,5545.454545454545
2840,Super built-up  Area,Ready To Move,Garudachar Palya,3 BHK,not provided,1295,2.0,1.0,59.5,3,1295.0,4594.594594594595
2841,Built-up  Area,Ready To Move,Neeladri Nagar,1 BHK,AdingSV,527,1.0,0.0,26.0,1,527.0,4933.586337760911
2842,Super built-up  Area,Ready To Move,OMBR Layout,2 BHK,Drerspe,1300,2.0,2.0,80.0,2,1300.0,6153.846153846154
2843,Plot  Area,Ready To Move,Bommanahalli,3 Bedroom,not provided,680,4.0,1.0,68.0,3,680.0,10000.0
2844,Plot  Area,Ready To Move,Adityanagar,1 Bedroom,not provided,1260,1.0,0.0,41.0,1,1260.0,3253.968253968254
2845,Built-up  Area,Ready To Move,Koramangala,2 BHK,Vaanda ,1140,2.0,1.0,75.2,2,1140.0,6596.491228070176
2846,Plot  Area,Ready To Move,BDS Layout,1 Bedroom,not provided,1500,1.0,0.0,37.5,1,1500.0,2500.0
2847,Super built-up  Area,18-Dec,Whitefield,3 BHK,Prtates,2321,4.0,1.0,128.0,3,2321.0,5514.864282636794
2848,Super built-up  Area,Ready To Move,Sarjapur  Road,2 BHK,not provided,1390,2.0,2.0,62.0,2,1390.0,4460.431654676259
2849,Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,Asncywo,1725,3.0,3.0,90.0,3,1725.0,5217.391304347826
2851,Super built-up  Area,18-Mar,Hennur Road,3 BHK,Koagati,1186,2.0,1.0,63.0,3,1186.0,5311.973018549747
2852,Super built-up  Area,18-Dec,Kanakpura Road,2 BHK,PrityFa,1230,2.0,1.0,85.0,2,1230.0,6910.569105691057
2853,Built-up  Area,Ready To Move, Mysore Highway,1 BHK,not provided,600,1.0,1.0,17.0,1,600.0,2833.3333333333335
2854,Super built-up  Area,18-Dec,Yeshwanthpur,3 BHK,not provided,1313,3.0,1.0,96.0,3,1313.0,7311.500380807312
2855,Plot  Area,Ready To Move,TC Palaya,2 Bedroom,not provided,900,2.0,0.0,55.0,2,900.0,6111.111111111111
2856,Super built-up  Area,Ready To Move,Ambalipura,2 BHK,not provided,1250,2.0,2.0,66.25,2,1250.0,5300.0
2858,Super built-up  Area,19-Dec,Binny Pete,1 BHK,She 2rk,660,1.0,1.0,54.0,1,660.0,8181.818181818182
2859,Super built-up  Area,Ready To Move,Basavangudi,2 BHK,Tinori ,1036,2.0,2.0,105.0,2,1036.0,10135.135135135135
2861,Super built-up  Area,Ready To Move,Old Madras Road,2 BHK,Teilsaf,1100,2.0,1.0,70.0,2,1100.0,6363.636363636364
2864,Plot  Area,Ready To Move,Singasandra,4 Bedroom,not provided,525,5.0,2.0,56.0,4,525.0,10666.666666666666
2865,Built-up  Area,Ready To Move,Electronics City Phase 1,2 BHK,GaicaVe,1015,2.0,1.0,56.0,2,1015.0,5517.241379310345
2866,Plot  Area,Ready To Move,Gottigere,1 Bedroom,not provided,812,1.0,0.0,26.0,1,812.0,3201.9704433497536
2867,Built-up  Area,Ready To Move,Narayana Nagar 1st Block,3 BHK,not provided,1360,2.0,2.0,65.0,3,1360.0,4779.411764705882
2868,Super built-up  Area,Ready To Move,Nehru Nagar,3 BHK,Ceste C,2167,3.0,3.0,170.0,3,2167.0,7844.946931241348
2869,Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2 BHK,not provided,1200,2.0,1.0,35.0,2,1200.0,2916.6666666666665
2870,Super built-up  Area,Ready To Move,Gopalkrishna Nagar,2 BHK,MJarlPe,1165,2.0,2.0,75.0,2,1165.0,6437.768240343347
2871,Super built-up  Area,Ready To Move,BTM 2nd Stage,2 BHK,NDclenn,1274,2.0,2.0,70.0,2,1274.0,5494.505494505494
2872,Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2 BHK,GrrvaGr,1151,2.0,2.0,39.02,2,1151.0,3390.095569070374
2873,Plot  Area,Ready To Move,Vidyaranyapura,6 Bedroom,not provided,1060,6.0,3.0,110.0,6,1060.0,10377.358490566037
2874,Super built-up  Area,Ready To Move,Thubarahalli,3 BHK,ShdhiSa,1626,2.0,2.0,120.0,3,1626.0,7380.073800738008
2875,Super built-up  Area,Ready To Move,Banashankari Stage V,2 BHK,not provided,1035,2.0,2.0,35.77,2,1035.0,3456.038647342996
2876,Plot  Area,Ready To Move,Shanthi Layout,3 Bedroom,not provided,1272,4.0,0.0,75.0,3,1272.0,5896.226415094339
2877,Built-up  Area,Ready To Move,Jeevan bima nagar,2 BHK,not provided,965,2.0,1.0,45.0,2,965.0,4663.21243523316
2878,Plot  Area,Ready To Move,Esther Enclave Layout,5 Bedroom,not provided,1600,5.0,2.0,140.0,5,1600.0,8750.0
2879,Super built-up  Area,Ready To Move,Kothannur,2 BHK,not provided,1070,2.0,1.0,42.79,2,1070.0,3999.0654205607475
2880,Built-up  Area,Ready To Move,Raja Rajeshwari Nagar,3 BHK,Spensas,1570,2.0,2.0,65.0,3,1570.0,4140.127388535032
2882,Super built-up  Area,Ready To Move,Keerthi Layout,2 BHK,NianaKe,780,2.0,2.0,25.0,2,780.0,3205.128205128205
2883,Super built-up  Area,Ready To Move,Ganga Nagar Extension,3 BHK,not provided,1000,2.0,1.0,65.0,3,1000.0,6500.0
2884,Plot  Area,Ready To Move,9th Phase JP Nagar,4 Bedroom,not provided,1200,3.0,2.0,188.0,4,1200.0,15666.666666666666
2886,Built-up  Area,Ready To Move,5th Phase JP Nagar,3 BHK,not provided,1700,2.0,3.0,100.0,3,1700.0,5882.35294117647
2887,Super built-up  Area,Ready To Move,Haralur Road,3 BHK,RBersll,1850,3.0,2.0,110.0,3,1850.0,5945.945945945946
2888,Built-up  Area,Ready To Move,Kereguddadahalli,2 BHK,DSdorSp,904,2.0,1.0,30.0,2,904.0,3318.5840707964603
2889,Super built-up  Area,Ready To Move,Shikaripalya,2 BHK,ALtonea,1121,2.0,1.0,43.72,2,1121.0,3900.0892060660126
2890,Super built-up  Area,Ready To Move,7th Phase JP Nagar,3 BHK,Vasta C,1385,2.0,2.0,58.17,3,1385.0,4200.0
2891,Super built-up  Area,Ready To Move,Sahakara Nagar,2 BHK,Rauil T,1270,2.0,1.0,69.85,2,1270.0,5499.999999999999
2892,Super built-up  Area,Ready To Move,Kanakpura Road,3 BHK,JRrnauv,1450,3.0,3.0,56.0,3,1450.0,3862.0689655172414
2894,Super built-up  Area,Ready To Move,Mahadevpura,1 BHK,not provided,730,1.0,1.0,35.0,1,730.0,4794.520547945205
2895,Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,3 BHK,GrrvaGr,1580,3.0,3.0,53.56,3,1580.0,3389.8734177215188
2896,Super built-up  Area,Ready To Move,Thanisandra,2 BHK,Teire G,1111,2.0,1.0,50.0,2,1111.0,4500.450045004501
2897,Plot  Area,Ready To Move,Kengeri,4 Bedroom,not provided,1125,2.0,1.0,88.0,4,1125.0,7822.222222222223
2898,Super built-up  Area,Ready To Move,Varthur,2 BHK,Maine J,977,2.0,2.0,36.0,2,977.0,3684.74923234391
2899,Super built-up  Area,18-Dec,Gunjur Palya,2 BHK,not provided,674,1.0,1.0,19.9,2,674.0,2952.522255192878
2900,Plot  Area,18-Apr,Nagarbhavi,3 Bedroom,not provided,600,3.0,1.0,83.0,3,600.0,13833.333333333334
2902,Super built-up  Area,17-Dec,Jakkur,2 BHK,BrdgeNo,1290,2.0,1.0,100.0,2,1290.0,7751.937984496124
2903,Plot  Area,Ready To Move,Kumaraswami Layout,3 Bedroom,not provided,600,3.0,1.0,98.0,3,600.0,16333.333333333334
2904,Super built-up  Area,Ready To Move,Abbigere,2 BHK,SLtias ,795,2.0,1.0,32.54,2,795.0,4093.0817610062895
2905,Super built-up  Area,20-Dec,Kanakpura Road,2 BHK,PrarePa,700,1.0,1.0,35.0,2,700.0,5000.0
2906,Built-up  Area,Ready To Move,Ambedkar Colony,2 BHK,RMcesa ,1463,1.0,1.0,142.0,2,1463.0,9706.083390293916
2907,Built-up  Area,Ready To Move,Vijayanagar,3 Bedroom,not provided,1000,3.0,0.0,140.0,3,1000.0,14000.0
2908,Super built-up  Area,Ready To Move,Reliable Woods Layout,3 BHK,not provided,1306,2.0,2.0,58.0,3,1306.0,4441.04134762634
2909,Super built-up  Area,Ready To Move,4th T block Jayanagar,3 BHK,not provided,2401,3.0,2.0,185.0,3,2401.0,7705.12286547272
2910,Plot  Area,Ready To Move,Bommenahalli,4 Bedroom,Prana S,1670,3.0,0.0,135.0,4,1670.0,8083.832335329342
2912,Plot  Area,Ready To Move,Marsur,3 Bedroom,AreraRe,1200,3.0,1.0,90.0,3,1200.0,7500.0
2913,Super built-up  Area,Ready To Move,Dodda Nekkundi,3 BHK,not provided,1804,3.0,2.0,121.0,3,1804.0,6707.317073170731
2914,Super built-up  Area,Ready To Move,1st Phase JP Nagar,3 BHK,Prhtsok,2065,4.0,1.0,210.0,3,2065.0,10169.49152542373
2915,Super built-up  Area,Ready To Move,Hoskote,3 BHK,Deiveer,1225,3.0,1.0,40.0,3,1225.0,3265.3061224489797
2916,Super built-up  Area,18-Nov,Thanisandra,2 BHK,Bhe 2ko,934 - 1437,2.0,0.0,58.68,2,1185.5,4949.810206663855
2917,Super built-up  Area,Ready To Move,Bellandur,2 BHK,Trows M,900,2.0,2.0,56.0,2,900.0,6222.222222222223
2918,Super built-up  Area,19-Dec,Binny Pete,2 BHK,She 2rk,1350,2.0,1.0,91.0,2,1350.0,6740.740740740741
2919,Super built-up  Area,Ready To Move,Kaggalipura,1 BHK,Baowsig,700,1.0,0.0,36.0,1,700.0,5142.857142857143
2920,Super built-up  Area,18-Jun,Mysore Road,2 BHK,Gopia O,980 - 1030,2.0,0.0,35.175,2,1005.0,3499.9999999999995
2921,Super built-up  Area,Ready To Move,Poorna Pragna Layout,2 BHK,not provided,1160,2.0,1.0,46.39,2,1160.0,3999.137931034483
2922,Super built-up  Area,Ready To Move,Hennur Road,3 BHK,ChionCo,1680,3.0,2.0,99.27,3,1680.0,5908.928571428572
2923,Carpet  Area,Ready To Move,LB Shastri Nagar,2 BHK,CharkR ,1043,2.0,2.0,55.0,2,1043.0,5273.250239693192
2924,Plot  Area,Ready To Move,Hoskote,4 Bedroom,not provided,1200,4.0,1.0,120.0,4,1200.0,10000.0
2925,Super built-up  Area,Ready To Move,Hebbal,2 BHK,Diaveic,1040,2.0,2.0,46.0,2,1040.0,4423.076923076923
2926,Super built-up  Area,Ready To Move,Tindlu,3 BHK,Shmolti,1357,2.0,2.0,65.0,3,1357.0,4789.977892409727
2927,Plot  Area,Ready To Move,Nayandanahalli,7 Bedroom,not provided,1600,7.0,1.0,104.0,7,1600.0,6500.0
2928,Super built-up  Area,18-Aug,Vibhutipura Extension,2 BHK,not provided,1225,2.0,2.0,47.0,2,1225.0,3836.734693877551
2929,Plot  Area,Ready To Move,Sunkadakatte,9 Bedroom,not provided,1500,6.0,1.0,80.0,9,1500.0,5333.333333333333
2930,Super built-up  Area,Ready To Move,Yelachenahalli,2 BHK,not provided,1130,2.0,2.0,40.0,2,1130.0,3539.8230088495575
2931,Built-up  Area,Ready To Move,Basavangudi,4 Bedroom,not provided,2500,4.0,1.0,150.0,4,2500.0,6000.0
2932,Carpet  Area,Ready To Move,Sultan Palaya,3 BHK,not provided,1700,3.0,3.0,120.0,3,1700.0,7058.823529411765
2933,Super built-up  Area,Ready To Move,Doddathoguru,3 BHK,SKterAs,1549,3.0,2.0,65.0,3,1549.0,4196.255648805681
2934,Super built-up  Area,Ready To Move,Yeshwanthpur,2 BHK,Goandn ,1400,2.0,2.0,100.0,2,1400.0,7142.857142857143
2935,Super built-up  Area,Ready To Move,Dodda Nekkundi,2 BHK,MavarSa,1080,2.0,2.0,50.0,2,1080.0,4629.62962962963
2936,Built-up  Area,Ready To Move,Ulsoor,2 BHK,Rilor C,1180,2.0,2.0,100.0,2,1180.0,8474.57627118644
2937,Plot  Area,Ready To Move,Chandra Layout,7 Bedroom,not provided,780,7.0,3.0,150.0,7,780.0,19230.76923076923
